2060,Walt Disney,"I can never stand still. I must explore and experiment. I am never satisfied with my work. I resent the limitations of my own imagination.
",https://quotesondesign.com/walt-disney-2/
2056,Matt Mullenweg,"Usage is like oxygen for ideas.
",https://quotesondesign.com/matt-mullenweg/
2053,Alexander Isley,"If you look at any designer you admire, whose work inspires you, and whose approach somehow resonates with you, I promise you’ll find a person who does not think of what they do as just their job.
",https://quotesondesign.com/alexander-isley-3/
2049,George Lois,"To create great work, here&#8217;s how you must spend your time:
1% Inspiration<br />
9% Perspiration<br />
90% Justification
",https://quotesondesign.com/george-lois/
2046,Jonah Lehrer,"Rejection process is not fun. It&#8217;s the red pen on the page, the discarded sketch, sometimes is the only way forward.
",https://quotesondesign.com/jonah-lehrer-2/
2044,D.H. Lawrence,"Design in art, is a recognition of the relation between various things, various elements in the creative flux. You can&#8217;t invent a design. You recognize it, in the fourth dimension. That is, with your blood and your bones, as well as with your eyes.
",https://quotesondesign.com/d-h-lawrence-2/
2041,Rachel Hinman,"We are only three decades into one of the most important revolutions the world has ever seen. In design development terms, that is a mere blink.
",https://quotesondesign.com/rachel-hinman/
2039,Carlos Segura,"Communication that doesn&#8217;t take a chance doesn&#8217;t stand a chance.
",https://quotesondesign.com/carlos-segura/
2037,Jonas Downey,"Web design has a bad reputation for being stylistically trendy and same-looking. Some guy does a parallax scrolling site, and now your boss wants you to add that to your corporate PR website for some reason. Glossy buttons, Gaussian Noise, linen texture, new things that look fake-old, then back to minimalism and flat colors as a reaction to the glossy noisy textured fake-old stuff.
",https://quotesondesign.com/jonas-downey/
2035,Andy Warhol,"You can be watching TV and see Coca-Cola, and you know that the President drinks Coke, Liz Taylor drinks Coke, and just think, you can drink Coke, too. A Coke is a Coke and no amount of money can get you a better Coke than the one the bum on the corner is drinking. All the Cokes are the same and all the Cokes are good. Liz Taylor knows it, the President knows it, the bum knows it, and you know it.
",https://quotesondesign.com/andy-warhol-2/
2033,Raymond Joseph Teller,"Sometimes magic is just someone spending more time on something than anyone else might reasonably expect.
",https://quotesondesign.com/raymond-joseph-teller/
2030,Lucian Bernhard,"Modern typographic axioms:
<ul>
<li>Different purpose demands different style.</li>
<li>The modern reader has no leisure.</li>
<li>Gutenberg left no rules for automobile ads.</li>
<li>Today’s reader doesn’t read — he glimpses.</li>
<li>Lucidity, clarity, fitness is the aim.</li>
</ul>
",https://quotesondesign.com/lucian-bernhard/
2028,H. Ross Perot,"If you see a snake, just kill it. Don’t appoint a committee on snakes.
",https://quotesondesign.com/h-ross-perot/
2026,Sam Ward,"Sure, our competitors will laugh. Let them laugh so hard that they cannot breathe.
",https://quotesondesign.com/sam-ward/
2024,John C Jay,"If all else fails, [working harder than anyone else] is the greatest competitive advantage of any career.
",https://quotesondesign.com/john-c-jay/
2022,Confucius,"I hear and I forget. I see and I remember. I do and I understand.
",https://quotesondesign.com/confucius/
2020,Brandon Mull,"Smart people learn from their mistakes. But the real sharp ones learn from the mistakes of others.
",https://quotesondesign.com/brandon-mull/
2018,George Dyson,"Information is cheap, meaning is expensive.
",https://quotesondesign.com/george-dyson/
2015,Peter Bilak,"Right and wrong do not exist in graphic design. There is only effective and non-effective communication.
",https://quotesondesign.com/peter-bilak/
2012,John Gruber,"Simply making decisions, one after another, can be a form of art.
",https://quotesondesign.com/john-gruber-3/
2010,David St. Hubbins,"There is a very fine line between stupid and clever.
",https://quotesondesign.com/david-st-hubbins/
2007,Edward Tufte,"To clarify, add detail. Imagine that, to clarify, add detail. Clutter and overload are not attributes of information, they are failures of design. If the information is in chaos, don’t start throwing out information, instead fix the design.
",https://quotesondesign.com/edward-tufte-4/
2005,Sharon Moore,"Great ideas, like babies, are often conceived after a few glasses of wine.
",https://quotesondesign.com/sharon-moore/
2003,Doug Cranmer,"Design in the key to everything. If you learn how to design you can do anything.
",https://quotesondesign.com/doug-cranmer/
2000,Anthon Beeke,"Having a style is like being in jail.
",https://quotesondesign.com/anthon-beeke/
1998,Helen Keller,"The best and most beautiful things in the world cannot be seen or even touched. They must be felt with the heart.
",https://quotesondesign.com/helen-keller/
1996,Bob Gill,"No matter how many times your amazing, absolutely brilliant work is rejected by the client, for whatever dopey, arbitrary reason, there is often another amazing, absolutely brilliant solution possible.
Sometimes it&#8217;s even better.
",https://quotesondesign.com/bob-gill-2/
1993,Linda Naiman,"When we engage in what we are naturally suited to do, our work takes on the quality of play and it is play that stimulates creativity.
",https://quotesondesign.com/linda-naiman/
1991,David Ogilvy,"The best ideas come as jokes. Make your thinking as funny as possible.
",https://quotesondesign.com/david-ogilvy-7/
1988,Chuck Close,"The advice I like to give young artists, or really anybody who’ll listen to me, is not to wait around for inspiration. Inspiration is for amateurs; the rest of us just show up and get to work.
If you wait around for the clouds to part and a bolt of lightning to strike you in the brain, you are not going to do an awful lot of work. All the best ideas come out of the process; they come out of the work itself.
Things occur to you. If you’re sitting around trying to dream up a great idea, you can sit there a long time before anything happens. But if you just get to work, something will occur to you and something else will occur to you and something else that you reject will push you in another direction.
Inspiration is absolutely unnecessary and somehow deceptive. You feel like you need this great idea before you can get down to work, and I find that’s almost never the case.
",https://quotesondesign.com/chuck-close/
1985,Neil Gajera,"Design works best when it gets out of the user&#8217;s way.
",https://quotesondesign.com/neil-gajera/
1982,Aarron Walter,"If there is one word I&#8217;d like to remove from any conversation about design, it&#8217;s &#8220;pretty.&#8221;
",https://quotesondesign.com/aarron-walter-2/
1978,Viran Anuradha Dayaratne,"People don&#8217;t use a product because of the great design; great design helps them use the product.
",https://quotesondesign.com/viran-anuradha-dayaratne/
1976,Jay Dutta,"Design is about enabling ideas, processes and products: making them approachable, usable, desireable and memorable.
",https://quotesondesign.com/jay-dutta/
1974,Paul Rand,"If a design can be refined, without disturbing its image, it seems reasonable to do so. A logo, after all, is an instrument of pride and should be shown at its best.
",https://quotesondesign.com/paul-rand-11/
1970,Mark Boulton," To push the boundaries, you need to know where the edges are.
",https://quotesondesign.com/mark-boulton-2/
1968,Eliot Noyes,"Good Design:
1. Fulfills its function.<br />
2. Respects its materials.<br />
3. Is suited to method of production.<br />
4. Combines these in imaginative expression.
",https://quotesondesign.com/eliot-noyes/
1966,Arman Nobari,"Passion, dedication, and silly lists of what designers need are what designers need.
",https://quotesondesign.com/arman-nobari-2/
1964,Arman Nobari,"Design is more of a kitchen than a knife, and more of a lab than a beaker.
",https://quotesondesign.com/arman-nobari/
1962,Lao Tse,"Thirty spokes meet in the hub,<br />
but the empty space between them<br />
is the essence of the wheel.
Pots are formed from clay,<br />
but the empty space within it<br />
is the essence of the pot.
Walls with windows and doors<br />
form the house,<br />
but the empty space within it<br />
is the essence of the home.
",https://quotesondesign.com/lao-tse/
1960,David Hockney,"It&#8217;s all one to me: opera, painting, drawing, faxes.
",https://quotesondesign.com/david-hockney-2/
